ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,Description,gif file names,video files
301,Dumbbell Decline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii","1. Lie flat on a decline bench with your feet secured at the end and hold a dumbbell in each hand.

2. Extend your arms straight up above your chest, palms facing forward, and slightly lower the dumbbells towards your shoulders, keeping your elbows close to your body.

3. Engage your chest muscles and push the dumbbells back up to the starting position while exhaling.

4. Repeat the movement for the desired number of repetitions, focusing on maintaining control and proper form throughout.

5. When finished, carefully place the dumbbells back on the rack or the floor.",03011301-Dumbbell-Decline-Bench-Press_Chest-FIX_180.webp,03011201-Dumbbell-Decline-Bench-Press_Chest-FIX_.mp4
302,Dumbbell Decline Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head","1. Lie down on a decline bench with your back flat against the bench, and hold a dumbbell in each hand.

2. Extend your arms straight above your chest, with your palms facing each other, and keep a slight bend in your elbows.

3. Slowly lower your arms out to the sides in a wide arc, while maintaining a slight bend in your elbows.

4. Stop when your arms are parallel to the ground or until you feel a stretch in your chest muscles.

5. Engage your chest muscles and use them to bring the dumbbells back to the starting position by squeezing your chest together.",03021301-Dumbbell-Decline-Fly_Chest_180.webp,03021201-Dumbbell-Decline-Fly_Chest-FIX_.mp4
303,Dumbbell Decline Hammer Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii","1. Lie down on a decline bench with your head positioned lower than your feet.

2. Hold a dumbbell in each hand with an overhand grip, palms facing each other, and extend your arms straight up over your chest.

3. Lower the dumbbells down to the sides of your chest, keeping your elbows at a 90-degree angle.

4. Press the dumbbells back up to the starting position, fully extending your arms but without locking your elbows.

5. Repeat the exercise for the desired number of repetitions, focusing on engaging your chest muscles and maintaining proper form throughout the movement.",03031301-Dumbbell-Decline-Hammer-Press_Chest_180.webp,03031201-Dumbbell-Decline-Hammer-Press_Chest_.mp4
305,Dumbbell Decline Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers,Levator Scapulae,"1. Lie down on a decline bench with your face down and the dumbbells in each hand, arms extended straight down towards the floor.

2. Engage your shoulder blades by retracting them and pulling them down towards your back pockets.

3. Keep your arms straight as you lift the dumbbells up by shrugging your shoulders towards your ears. Hold the contraction for a second at the top.

4. Slowly lower the dumbbells back down to the starting position, fully extending the shoulder blades before beginning the next repetition.

5. Focus on keeping your core tight and maintaining a neutral spine throughout the exercise to avoid any excessive strain on your lower back.

Remember to start with lighter weights to establish proper form and gradually increase the weight as you become more comfortable and stronger.",03051301-Dumbbell-Decline-Shrug_Back_180.webp,03051201-Dumbbell-Decline-Shrug_Back-FIX_.mp4
306,Dumbbell Decline Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,"1. Lie down on a decline bench in a comfortable position with your head towards the lower end of the bench.

2. Hold a dumbbell in each hand, with your arms fully extended and palms facing each other.

3. Bend your elbows and slowly lower the dumbbells towards your shoulders, keeping your upper arms stationary.

4. Pause for a moment at the bottom of the movement, then slowly straighten your arms to return to the starting position.

5. Remember to keep your elbows close to your head and your core engaged throughout the exercise to ensure proper form and maximize triceps activation.",03061301-Dumbbell-Decline-Triceps-Extension_Upper-Arms_180.webp,03061201-Dumbbell-Decline-Triceps-Extension_Upper-Arms.mp4
308,Dumbbell Fly,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior","1. Lie down on a flat bench with a dumbbell in each hand, palms facing inward and arms extended above your shoulders.

2. Lower the dumbbells in a wide arc to the sides of your chest while keeping a slight bend in your elbows.

3. Exhale and slowly bring the dumbbells back up to the starting position, engaging your chest muscles.

4. Keep your core engaged and maintain a slight bend in your elbows throughout the movement to avoid excessive strain on your joints.

5. Repeat the exercise for the desired number of repetitions, focusing on a controlled and smooth movement.

Remember to always consult with a qualified fitness professional or healthcare provider before starting any new exercise routine.",03081301-Dumbbell-Fly_Chest-FIX_180.webp,03081201-Dumbbell-Fly_Chest-FIX2_.mp4
310,Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior","1. Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs.

2. Keep your core engaged, and your back straight as you begin the exercise.

3. Slowly raise the dumbbells forward and upward until they are at shoulder level, making sure to keep your arms straight throughout the movement.

4. Pause for a moment at the top of the movement, focusing on contracting your shoulder muscles.

5. Slowly lower the dumbbells back to the starting position, controlling the motion and avoiding any swinging or jerking.

6. Complete the desired number of repetitions, aiming for a smooth and controlled motion throughout the exercise.

User: Stand with feet shoulder-width apart, Hold the dumbbells with palms facing down, Raise the dumbbells forward and upward until they are at shoulder level, Pause for a moment, Slowly lower the dumbbells back down, Repeat.",03101301-Dumbbell-Front-Raise_Shoulders-FIX_180.webp,03101201-Dumbbell-Front-Raise_Shoulders.mp4
312,Dumbbell Hammer Curl (version 2),Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis","1. Start by standing upright with a dumbbell in each hand, palms facing towards your body.

2. Keep your elbows close to your torso, and make sure your upper arms remain stationary throughout the exercise.

3. Begin by exhaling and curling one dumbbell up towards your shoulder while keeping your palms facing each other. Continue to lift until your bicep is fully contracted and the dumbbell is at shoulder level.

4. Hold the contracted position for a brief pause, squeezing your bicep muscles.

5. Inhale and slowly lower the dumbbell back to the starting position, maintaining control and avoiding any swinging motion.

6. Repeat the exercise with the other arm to complete the set.

Remember to use a weight that allows you to maintain proper form and control throughout the exercise. It is important to focus on the targeted muscles and avoid using momentum to lift the weights.",03121301-Dumbbell-Hammer-Curl-II_Upper-Arms_180.webp,03121201-Dumbbell-Hammer-Curl-(version-2)_Upper-Arms-FIX_.mp4
313,Dumbbell Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis","1. Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your thighs.

2. Keep your back straight, engage your core, and relax your shoulders.

3. Start by flexing your right arm at the elbow, keeping your palm facing inward and your upper arm stationary.

4. Continue to raise the dumbbell until your forearm is vertical and parallel to your body, while exhaling.

5. Pause for a moment at the top and squeeze your bicep.

6. Slowly lower the dumbbell back down to the starting position, maintaining control and inhaling as you do so.

7. Repeat the same steps with your left arm to complete one full repetition of the dumbbell hammer curl exercise.",03131301-Dumbbell-Hammer-Curl_Forearm_180.webp,03131201-Dumbbell-Hammer-Curl_Forearms_.mp4
314,Dumbbell Incline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii","1. Begin by lying back on an incline bench with your feet firmly planted on the ground and your back fully supported.

2. Hold a dumbbell in each hand and extend your arms straight out, with your palms facing forward.

3. Slowly lower the dumbbells towards your chest, keeping your elbows at a 45-degree angle from your body.

4. Pause for a brief moment when the dumbbells are just above your chest, ensuring that you maintain control and stability.

5. Push the dumbbells back up to the starting position, fully extending your arms without locking your elbows.

6. Repeat the exercise for the desired number of repetitions, focusing on maintaining proper form and breathing throughout.

Note: It is important to consult with a fitness professional or trainer to ensure proper technique and form when performing any exercise.",03141301-Dumbbell-Incline-Bench-Press_Chest-FIX_180.webp,03141201-Dumbbell-Incline-Bench-Press_Chest-FIX2_.mp4
