ID,Name,Name_es,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
0176,Cable Kneeling Triceps Extension,Jalón Lateral con Cable (con accesorio de cuerda),Strength,Upper Arms,Cable,Male,Triceps Brachii,
0177,Cable Lateral Pulldown (with rope attachment),Elevación Lateral con Cable,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0178,Cable Lateral Raise,Cruce Bajo con Cable,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior"
0179,Cable Low Fly,Remo Sentado Bajo con Cable,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
0180,Cable Low Seated Row,Curl Acostado de Bíceps con Cable,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0182,Cable Lying Close-grip Curl,Pullover de Extensión Acostado con Cable (con accesorio de cuerda),Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0184,Cable Lying Extension Pullover (with rope attachment),Vuelo Acostado con Cable,Strength,Back,Cable,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
0185,Cable Lying Fly,Extensión de Tríceps Acostado con Cable (versión 2),Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
0186,Cable Lying Triceps Extension (version 2),Extensión de Tríceps Acostado con Cable,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0187,Cable Lying Triceps Extension,Cruce Medio con Cable,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0188,Cable Middle Fly,Remo Unilateral de Pie con Cable,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Lateral, Pectoralis Major Clavicular Head"
0189,Cable One Arm Bent over Row,Curl Unilateral con Cable,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0190,Cable One Arm Curl,Cruce Lateral Unilateral Inclinado,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0191,Cable One Arm Lateral Bent-over,Elevación Lateral Unilateral con Cable,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head"
0192,Cable One Arm Lateral Raise,Remo Alto Unilateral con Cable (de rodillas),Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior"
0193,Cable One Arm Straight Back High Row (kneeling),Extensión de Tríceps por Encima de la Cabeza con Cable (con accesorio de cuerda),Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0194,Cable Overhead Triceps Extension (rope attachment),Curl de Predicador con Cable,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0195,Cable Preacher Curl,Extensión de Tríceps con Cable (con cuerda),Strength,Upper Arms,Cable,Male,Brachialis,"Biceps Brachii, Brachioradialis"
0196,Cable Pull Through (with rope),Jalón Amplio con Cable,Strength,Hips,Cable,Male,Gluteus Maximus,"Erector Spinae, Hamstrings"
0197,Cable Wide Pulldown,Jalón con Cable,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0198,Cable Pulldown,,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0199,Cable Pushdown (straight arm) (version 2),,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
0200,Cable Pushdown (with rope attachment),,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0201,Cable Pushdown,,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0202,Cable Rear Delt Row (stirrups),,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0203,Cable Rear Delt Row (with rope),,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0204,Cable Rear Drive,,Strength,Upper Arms,Cable,Male,Triceps Brachii,"Deltoid Posterior, Teres Major"
0205,Cable Rear Pulldown,,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers"
0207,Cable Reverse-grip Pushdown,,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0208,Cable Reverse-grip Straight Back Seated High Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
0209,Cable Reverse Preacher Curl,,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0210,Cable Reverse Wrist Curl,,Strength,Forearms,Cable,Male,Wrist Extensors,
0211,Cable Russian Twists (on stability ball),,Strength,Waist,Cable,Male,Obliques,
0212,Cable Seated Crunch,,Strength,Waist,Cable,Male,Rectus Abdominis,Obliques
0213,Cable Seated High Row (V-bar),,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0214,Cable Seated One Arm Alternate Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0215,Cable Seated Rear Lateral Raise,,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Trapezius Lower Fibers, Trapezius Middle Fibers"
0216,Cable Seated Shoulder Internal Rotation,,Strength,Back,Cable,Male,"Teres Major, Teres Minor ","Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0218,Cable Seated Wide-grip Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
0219,Cable Shoulder Press,,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
0220,Cable Shrug,,Strength,Back,Cable,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers
0221,Cable Side Bend Crunch (bosu ball),,Strength,Waist,Cable,Male,Obliques,Rectus Abdominis
0222,Cable Side Bend,,Strength,Waist,Cable,Male,Obliques,
0223,Cable Side Crunch,,Strength,Waist,Cable,Male,Obliques,
0224,Cable Standing Back Wrist Curl,,Strength,Forearms,Cable,Male,Wrist Flexors,
0225,Cable Standing Cross-over High Reverse Fly,,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0226,Cable Standing Crunch,,Strength,Waist,Cable,Male,Rectus Abdominis,Obliques
0227,Cable Standing Fly,,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head"
0228,Cable Standing Hip Extension,,Strength,Hips,Cable,Male,Gluteus Maximus,Hamstrings
0229,Cable Standing Inner Curl,,Strength,Upper Arms,Cable,Male,Biceps Brachii,Brachialis
0230,Cable Standing Lift,,Strength,Waist,Cable,Male,Obliques,"Deltoid Posterior, Latissimus Dorsi, Serratus Anterior, Teres Major"
0231,Cable Standing One Arm Triceps Extension,,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0232,Cable Standing Pulldown (with rope),,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0233,Cable Standing Rear Delt Row (with rope),,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0234,Cable Standing Row (V-bar),,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0235,Cable Standing Shoulder External Rotation,,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",Deltoid Posterior
0236,Cable Standing Twist Row (V-bar),,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Obliques, Pectoralis Major Sternal Head"
0237,Cable Straight Arm Pulldown (with rope),,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii"
0238,Cable Straight Arm Pulldown,,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii"
0239,Cable Straight Back Seated Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0240,Cable Supine Reverse Fly,,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0241,Cable Triceps Pushdown (V-bar),,Strength,Upper Arms,Cable,Male,Triceps Brachii,
0242,Cable Tuck Reverse Crunch,,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Obliques, Quadriceps"
0243,Cable Twist,,Strength,Waist,Cable,Male,Obliques,"Iliopsoas, Tensor Fasciae Latae"
0244,Cable Twisting Pull,,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Obliques, Pectoralis Major Sternal Head, Teres Major, Teres Minor"
0245,Cable Underhand Pulldown,,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
0246,Cable Upright Row,,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
0247,Cable Wrist Curl,,Strength,Forearms,Cable,Male,Wrist Flexors,
0248,Cambered Bar Lying Row,,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0251,Chest Dip,,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii"
0253,Chin-ups (narrow parallel grip),,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0257,Circles Knee Stretch,,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",Quadriceps
0258,Clock Push-Up,,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0259,Close-grip Push-up,,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0260,Cocoons,,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps"
0262,Cross Body Crunch,,Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Gluteus Maximus, Quadriceps"
0267,Crunch (hands overhead),,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
0271,Crunch (on stability ball),,Strength,Waist,Stability ball,Male,Rectus Abdominis,Obliques
0274,Crunch Floor,,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
0276,Dead Bug,,Strength,Waist,Body weight,Male,Rectus Abdominis,"Gluteus Maximus, Quadriceps"
0277,Decline Crunch,,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques
0279,Decline Push-Up,,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0282,Decline Sit-up,,Strength,Hips,Body weight,Male,Iliopsoas,"Quadriceps, Tensor Fasciae Latae"
0283,Diamond Push-up,,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
0284,Donkey Calf Raise,,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
0285,Dumbbell Alternate Biceps Curl,,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0286,Dumbbell Alternate Side Press,,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii"
0287,Dumbbell Arnold Press (version 2),,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
0288,Dumbbell Around Pullover,,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Latissimus Dorsi, Teres Major"
0289,Dumbbell Bench Press,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
0290,Dumbbell Bench Seated Press,,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
0291,Dumbbell Bench Squat,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0292,Dumbbell One Arm Bent-over Row,,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0293,Dumbbell Bent Over Row,,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
0294,Dumbbell Biceps Curl,,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0295,Dumbbell Clean,,Strength,Thighs,Dumbbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps",
0296,Dumbbell Close-grip Press,,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head"
0297,Dumbbell Concentration Curl,,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis"
0298,Dumbbell Cross Body Hammer Curl,,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0299,Dumbbell Cuban Press,,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior ","Pectoralis Major Clavicular Head, Serratus Anterior, Teres Major"
0300,Dumbbell Deadlift,,Strength,Back,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
0301,Dumbbell Decline Bench Press,,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0302,Dumbbell Decline Fly,,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
0303,Dumbbell Decline Hammer Press,,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
0304,Dumbbell Decline Shrug (version 2),,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers
0305,Dumbbell Decline Shrug,,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,Levator Scapulae
0306,Dumbbell Decline Triceps Extension,,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,
0307,Dumbbell Decline Twist Fly,,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
0308,Dumbbell Fly,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
0309,Dumbbell Front Raise (version 2),,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
0310,Dumbbell Front Raise,,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
0311,Dumbbell Full Can Lateral Raise,,Strength,Shoulders,Dumbbell,Male,"Deltoid Anterior, Deltoid Lateral",Serratus Anterior
0312,Dumbbell Hammer Curl (version 2),,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0313,Dumbbell Hammer Curl,,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
0314,Dumbbell Incline Bench Press,,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
0315,Dumbbell Incline Biceps Curl,,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0316,Dumbbell Incline Breeding,,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Brachialis, Deltoid Anterior"
0317,Dumbbell Incline Curl (version 2),,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis"
0318,Dumbbell Incline Curl,,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0319,Dumbbell Incline Fly,,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
0320,Dumbbell Incline Hammer Curl,,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0321,Dumbbell Incline Hammer Press,,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
0322,Dumbbell Incline Inner Biceps Curl,,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
0323,Dumbbell Incline One Arm Lateral Raise,,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers"
0324,Dumbbell Incline Palm-in Press,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
